smiles,source
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc([O-])c12.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
C[Si](C)(C)[O-]->[Y+3](<-[O-][Si](C)(C)C)(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)(<-[n]1ccccc1)<-[n]1ccccc1,tmqm
[NH3]->[Pt+2](<-[NH3])(<-[O-]N=O)<-[O-]N=O,tmqm
CC(C)c1cccc(C(C)C)c1[N-]([SiH](C)C)->[Y+3](<-[n]1ccccc1)(<-[N-](c1c(C(C)C)cccc1C(C)C)[SiH](C)C)<-[N-](c1c(C(C)C)cccc1C(C)C)[SiH](C)C,tmqm
CC(C)P1(C(C)C)=c2ccccc2=[C]2->[Hf+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[P](c3ccccc3C=21)(C(C)C)C(C)C,tmqm
Cn1ccnc1.[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1cnn(C(n2cccn2)n2cccn2)c1,tmqm
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.[Cl-].c1ccccc1,tmqm
CC1[CH-]C(C)=[O]->[Pt]2(<-[NH2]C3CCCCC3[NH2]->2)<-[O]=1,platinai
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,tmqm
CC1[OH]->[Y+3]23(<-[OH2])(<-[OH2])(<-[O-]C1=O)(<-[O-]C(=O)C(C)[OH]->2)<-[O-]C(=O)C(C)[OH]->3,tmqm
Cc1cccc(C)c1[O-]->[Y+3]12(<-[CH3-])<-[n]3c(C(C)(C)C)cc(C)n3[BH-](n3c(C)cc(C(C)(C)C)[n]->13)n1c(C)cc(C(C)(C)C)[n]->21,tmqm
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)P23=[O]->[Y+3]24(<-[CH2-]c5ccccc5[N]->2(C)C)(<-[CH2-]c2ccccc2[N]->4(C)C)<-[O-]3)c(C)c1,tmqm
CC1=CC(C)=[N](c2c(C(C)C)cccc2C(C)C)->[Sc+]2(<-[P]#[P]->23N(c2c(C(C)C)cccc2C(C)C)CCN3c2c(C(C)C)cccc2C(C)C)(<-[N-]1c1c(C(C)C)cccc1C(C)C)<-[O]1CCCC1,tmqm
[BH3]->[YH+2]12(<-[N](=C(C)C=C(C)[N-]->1c1ccccc1C(C)(C)C)c1ccccc1C(C)(C)C)<-[N](=C(C)C=C(C)[N-]->2c1ccccc1C(C)(C)C)c1ccccc1C(C)(C)C,platinai
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[N-]->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[N-]=c1n(-c2c(C(C)C)cccc2C(C)C)ccn1-c1c(C(C)C)cccc1C(C)C)<-[O]1CCCC1,platinai
O=[N+]([O-])[O-]->[Pt+2]1(<-[NH2][C@H]2CCCC[C@H]2[NH2]->1)<-[O-][N+](=O)[O-],tmqm
[C-]#[N]->[Y+3]123456(<-[NH-]c7c(-c8c(C(C)C)cc(C(C)C)cc8C(C)C)cccc7-c7c(C(C)C)cc(C(C)C)cc7C(C)C)<-[NH-]c7c(-c8c(C(C)C)cc(C(C)C)cc8C(C)C)cccc7-[c]->17[c]->2(C(C)C)[cH]->3[c]->4(C(C)C)[cH]->5[c]->67C(C)C,tmqm
Cc1cc(C)[n]2->[Y+3]34(<-[CH](=[Si](C)[N-]->3[Si](C)(C)C)[SiH](c3ccccc3)c3ccccc3)(<-[n]3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)[n]->41)<-[O]1CCCC1.[CH3-],tmqm
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
Cc1ccc(C)n1[Si](C)(C)[N-](c1ccccc1)->[Y+3]1234(<-[CH2-]c5ccccc5[N]->1(C)C)<-[CH2-][c]->21cccc[c]->31[N]->4(C)C,tmqm
Cc1ccc(C(C)C)cc1.[Cl-].[O-]/C(=N\N=C/C1=CNC2C=CC=CC12)c1ccc(Cl)cc1,tmqm
CCC1(CC)C(=O)[O-]->[Pt+2](<-[NH2]c2cc3ccccc3oc2=O)(<-[NH2]c2cc3ccccc3oc2=O)<-[O-]C1=O,tmqm
CC1=CC(C)=[N]2CC3CCC[O]3->[Y+3]<-2(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,platinai
c1cc2ccc3cccc4c5nc(-c6cnccn6)nnc5c(c1)c2c34.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,tmqm
CC[Si](CC)(CC)[O-]->[Sc+3]1234<-[n]5c([B-](c6ccc(C)cc6)(n6ccc[n]->16)n1ccc[n]->21)cccc5[B-](c1ccc(C)cc1)(n1ccc[n]->31)n1ccc[n]->41,tmqm
CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[N-]->[Y+3](<-[N-]=c1n(-c2c(C(C)C)cccc2C(C)C)ccn1-c1c(C(C)C)cccc1C(C)C)(<-[NH-]c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C)<-[O]1CCCC1,tmqm
C[Si](C)(C)[N-]([Si](C)(C)C)->[Y+3](<-[CH2-]c1ccccc1)(<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C,tmqm
O=C1[CH]2=[CH](c3ccccc3)->[Pt]<-23456(<-[CH]1=[CH]->3c1ccccc1)<-[CH](C(=O)[CH]->4=[CH]->5c1ccccc1)=[CH]->6c1ccccc1,platinai
c1ccc(C2=C3c4ccccc4C4=[N]3->[Pt+2]35<-[N]6=C(C(c7ccccc7)=c7c8ccccc8c([n]73)=C4c3ccccc3)c3ccccc3C6=C(c3ccccc3)c3c4ccccc4c2[n]35)cc1,tmqm
O=S1(=O)[O-]->[Pt+2]2(<-[NH2][C@H]3CCCC[C@@H]3[NH2]->2)<-[O-]1,tmqm
COc1ccc(/C([O-])=N/N=C\C2=CNC3C=CC=CC23)cc1.Cc1ccc(C(C)C)cc1.[Cl-],platinai
[Cl-].[O-]/C(=N\N=C/c1cccs1)c1ccc(Cl)cc1.c1ccccc1,tmqm
