smiles,source,metal,scaffold_id,cluster_id
S=C=[N-]->[Y+3]12345(<-[N-]=C=S)(<-[N-]=C=S)<-[N]6=Cc7cccc([n]->17)C=[N]->2CC[N]->3=Cc1cccc([n]->41)C=[N]->5CC6,tmqm,OTHER,C1=[N]2->[Y+3]3456<-[N](=Cc7cccc([n]->37)C=[N]->4CC[N]->5=Cc3cccc1[n]->63)CC2,109
S=C=[N-]->[Y+3]12345(<-[N-]=C=S)(<-[N-]=C=S)<-[N]6=Cc7cccc([n]->17)C=[N]->2CCC[N]->3=Cc1cccc([n]->41)C=[N]->5CCC6,tmqm,OTHER,C1=[N]2->[Y+3]3456<-[N](=Cc7cccc([n]->37)C=[N]->4CCC[N]->5=Cc3cccc1[n]->63)CCC2,109
CC(C)c1cccc(C(C)C)c1[N-]1Cc2cccc[n]2->[Y+3]<-12(<-[n]1ccccc1C[N-]->2c1c(C(C)C)cccc1C(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C,tmqm,OTHER,c1ccc([NH-]->[Y+3]2(<-[n]3ccccc3)<-[n]3ccccc3C[N-]->2c2ccccc2)cc1,111
CC1=CC(C)=[N](c2c(C)cc(C)cc2C)->[Y+3]23(<-[N-](C[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)(<-[N-](C[P]->3(c2ccccc2)c2ccccc2)c2ccccc2)<-[N-]1c1c(C)cc(C)cc1C,tmqm,OTHER,C=[N](c1ccccc1)->[Y+3](<-[NH-]c1ccccc1)(<-[NH-]c1ccccc1)(<-[NH-]c1ccccc1)(<-[PH](c1ccccc1)c1ccccc1)<-[PH](c1ccccc1)c1ccccc1,114
CC(C)(C)[N-]1Cc2cccc[n]2->[Y+3]<-12(<-[n]1ccccc1C[N-]->2C(C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C,tmqm,OTHER,c1cc[n](->[Y+3]<-[n]2ccccc2)cc1,118
[Cl-]->[Y+3](<-[Cl-])(<-[O]1CCCC1)(<-[O]1CCCC1)(<-[O]1CCCC1)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm,OTHER,C1CC[O](->[Y+3](<-[O]2CCCC2)(<-[O]2CCCC2)(<-[O]2CCCC2)<-[O]2CCCC2)C1,121
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+3](<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)(<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)<-[O]2CCCC2)c1,tmqm,OTHER,c1ccc([NH-]->[Sc+3](<-[NH-]c2ccccc2)(<-[NH-]c2ccccc2)<-[O]2CCCC2)cc1,124
[OH2]->[Pt]12<-[n]3ccccc3-c3cccc(-c4cccc[n]->14)[n]->23,tmqm,Pt,c1cc[n]2->[Pt]3<-[n]4ccccc4-c4cccc(-c2c1)[n]->34,128
CC(C)c1cccc(C(C)C)c1[N-](P(C1CCCCC1)C1CCCCC1)->[Y+3]12(<-[CH2-]c3ccccc3[N]->1(C)C)<-[CH2-]c1ccccc1[N]->2(C)C,tmqm,OTHER,c1ccc([CH2-]->[Y+3](<-[CH2-]c2ccccc2)<-[N-](c2ccccc2)P(C2CCCCC2)C2CCCCC2)cc1,131
S=C=[N-]->[Y+3]1234(<-[N-]=C=S)(<-[N-]=C=S)(<-[n]5ccccc5-c5nc(-c6ccccn6)nc(-c6cccc[n]->16)[n]->25)<-[n]1ccccc1-c1nc(-c2ccccn2)nc(-c2cccc[n]->32)[n]->41,platinai,Pt,c1ccc(-c2nc3-c4cccc[n]4->[Y+3]456(<-[n]7ccccc7-c(n2)[n]->43)<-[n]2ccccc2-c2nc(-c3ccccn3)nc(-c3cccc[n]->53)[n]->62)nc1,134
CC(C)(C)[Si](C)(C1=[N](C2CCCCC2)->[Y+3]234(<-[N]([Si](C)(C)C)=P(c5ccccc5)(c5ccccc5)[C-]->2(C(=NC2CCCCC2)[N-]->3C2CCCCC2)P(c2ccccc2)(c2ccccc2)=[N]->4[Si](C)(C)C)<-[N-]1C1CCCCC1)C(C)(C)C,tmqm,OTHER,C1=[N](C2CCCCC2)->[Y+3]234(<-[N]=P(c5ccccc5)(c5ccccc5)[C-]->2(C(=NC2CCCCC2)[N-]->3C2CCCCC2)P(=[NH]->4)(c2ccccc2)c2ccccc2)<-[N-]1C1CCCCC1,137
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+3](<-[CH2-][Si](C)(C)C)(<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)<-[O]2CCCC2)c1,tmqm,OTHER,c1ccc([NH-]->[Sc+3](<-[NH-]c2ccccc2)<-[O]2CCCC2)cc1,140
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+3](<-[Cl-])(<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)<-[O]2CCCC2)c1,tmqm,OTHER,c1ccc([NH-]->[Sc+3](<-[NH-]c2ccccc2)<-[O]2CCCC2)cc1,140
O=C1[O-]->[Pt+2]2(<-[NH2]C1CCC1[NH2]->[Pt+2]3(<-[O-]C1=O)<-[n]1ccccc1-c1cccc[n]->31)<-[n]1ccccc1-c1cccc[n]->21,tmqm,Pt,c1cc[n]2->[Pt+2](<-[NH2]CCCC[NH2]->[Pt+2]3<-[n]4ccccc4-c4cccc[n]->34)<-[n]3ccccc3-c2c1,141
c1ccc([S-]->[Pt+2]23<-[n]4ccccc4-c4cccc(-c5cccc[n]->25)[n]->34)cc1,tmqm,Pt,c1ccc([S-]->[Pt+2]23<-[n]4ccccc4-c4cccc(-c5cccc[n]->25)[n]->34)cc1,144
CC(C)c1cccc(C(C)C)c1[N]1=C(N(Cc2ccccc2)Cc2ccccc2)[N-](c2c(C(C)C)cccc2C(C)C)->[Y+3]<-1(<-[NH-]c1ccccc1)(<-[NH-]c1ccccc1)(<-[O]1CCCC1)<-[O]1CCCC1,tmqm,OTHER,c1ccc(CN(Cc2ccccc2)C2=[N](c3ccccc3)->[Y+3](<-[NH-]c3ccccc3)(<-[NH-]c3ccccc3)(<-[N-]2c2ccccc2)(<-[O]2CCCC2)<-[O]2CCCC2)cc1,147
Fc1ccc([P](c2ccc(F)cc2)(c2ccc(F)cc2)[Pt+2]23(<-[CH2]=[CH]->2[CH2-]->3)<-[c-]2ccccc2)cc1,tmqm,Pt,c1ccc([P]([Pt+2]<-[c-]2ccccc2)(c2ccccc2)c2ccccc2)cc1,150
Cc1cc(C)[n]2->[Y+3]345(<-[N]#Cc6ccccc6)(<-[N]([SiH2]c6ccccc6)=C(C=C(c6ccccc6)[N-]->3[Si](C)(C)[N-]->4[Si](C)(C)C)c3ccccc3)<-[n]3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)[n]->51,tmqm,OTHER,C(#[N]->[Y+3]123(<-[NH-]C(=CC(c4ccccc4)=[N]->1[SiH2]c1ccccc1)c1ccccc1)<-[n]1cccn1[BH-](n1ccc[n]->21)n1ccc[n]->31)c1ccccc1,153
[C]=P([O-]->[Sc+7]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)(<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(<-[O-]P(=[C])(c1ccccc1)c1ccccc1)<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,platinai,Pt,[C]=P([O-]->[Sc+7](<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(<-[O-]P(=[C])(c1ccccc1)c1ccccc1)<-[O-]P(=[C])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,156
C[Si](C)=[CH]([Si](C)(C)C)->[Y+3]123456789(<-[CH3-])<-[cH]%10[c]->1%11cccc[c]->2%11[c]->3([Si](C)(C)[c]->41[c]->52cccc[c]->62[cH]->7[c-]->81C)[c-]->9%10C,tmqm,OTHER,c1cc[c]23->[Y+3]456789%10(<-[c-]([cH]->4[c]->52c1)[cH]->63)<-[c-]1[cH]->7[c]->82cccc[c]->92[cH]->%101,159
c1ccc(P2(=[N+]=P([Se-]->[Y+3]345(<-[Se-]2)(<-[Se-]P(=[N+]=P([Se-]->3)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)<-[Se-]P(c2ccccc2)(c2ccccc2)=[N+]->4=P([Se-]->5)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,platinai,Pt,c1ccc([PH](c2ccccc2)=[N+]2=P([Se-]->[Y+3]<-234(<-[Se-]P(=[N+]=P([Se-]->3)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)<-[Se-]P(=[N+]=P([Se-]->4)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,162
NC1N[N](=Cc2ccccn2)->[Pt]2([S]=1)[S]=C(N)N[N]->2=Cc1ccccn1,tmqm,Pt,C(=[NH]->[Pt]<-[NH]=Cc1ccccn1)c1ccccn1,165
C[c]12->[Y+3]3456789(<-[c-]%10ccccc%10)(<-[O]%10CCCC%10)(<-[c]1(C)[c]->3(C)[c-]->4(C)[c]->52C)<-[c]1(C)[c]->6(C)[c]->7(C)[c-]->8(C)[c]->91C,tmqm,OTHER,c1cc[c-](->[Y+3]23456789(<-[c-]%10[cH]->2[cH]->3[cH]->4[cH]->5%10)(<-[c-]2[cH]->6[cH]->7[cH]->8[cH]->92)<-[O]2CCCC2)cc1,168
CC(C)(C)c1cccc(C(C)(C)C)c1[O-]->[Sc+3]1(<-[O-]c2c(C(C)(C)C)cccc2C(C)(C)C)<-[N](C(C)(C)C)=P(c2ccccc2)(c2ccccc2)[N-]->1c1ccc[nH]1,tmqm,OTHER,c1ccc([O-]->[Sc+3]2(<-[NH]=P(c3ccccc3)(c3ccccc3)[N-]->2c2ccc[nH]2)<-[O-]c2ccccc2)cc1,171
O=S1(=O)[O-]->[Pt+2]2(<-[NH2][C@@H](c3ccccc3)[C@@H]([NH2]->2)c2ccccc2)<-[O-]1,platinai,Pt,c1ccc(CCc2ccccc2)cc1,174
CCS(=O)CCS(=O)CC.Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-],tmqm,OTHER,O=c1ccocc1.O=c1ccocc1,177
Cc1cc(C)cc([N-](C(C)(C)C)->[Sc+]23456(<-[cH]7[c]->28cccc[c]->38[cH]->4[c]->52cccc[c]->672)<-[N-](c2cc(C)cc(C)c2)C(C)(C)C)c1,tmqm,OTHER,c1ccc([NH-]->[Sc+]23456(<-[NH-]c7ccccc7)<-[cH]7[c]->28cccc[c]->38[cH]->4[c]->52cccc[c]->672)cc1,180
[Cl-]->[Y+3](<-[Cl-])(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1)<-[O]=P(c1ccccc1)(c1ccccc1)c1ccccc1,tmqm,OTHER,c1ccc(P(=[O]->[Y+3](<-[O]=P(c2ccccc2)(c2ccccc2)c2ccccc2)(<-[O]=P(c2ccccc2)(c2ccccc2)c2ccccc2)<-[O]=P(c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,183
CC(C)[P]1(C[N-](c2ccccc2)->[Sc+3]<-123(<-[N-](C[P]->2(C(C)C)C(C)C)c1ccccc1)<-[N-](C[P]->3(C(C)C)C(C)C)c1ccccc1)C(C)C,platinai,Pt,c1ccc([NH-]->[Sc+3](<-[NH-]c2ccccc2)<-[NH-]c2ccccc2)cc1,186
CC(C)c1cccc(C(C)C)c1[N]1=Cc2c3ccccc3n3CC4CCC[O]4->[Y+]<-14567(<-[c-]23)<-[CH](=[N]->4c1c(C(C)C)cccc1C(C)C)[c]->51c2ccccc2n(CC2CCC[O]->62)[c]->71C[Si](C)(C)C,tmqm,OTHER,C1c2c3ccccc3n3CC4CCC[O]4->[Y+]4567(<-[c-]23)(<-[CH](=[N]->4c2ccccc2)[c]->52c3ccccc3n(CC3CCC[O]->63)[cH]->72)<-[N]=1c1ccccc1,189
CC(C)c1cccc(C(C)C)c1N1[C](->[Y+3](<-[I-])(<-[I-])(<-[I-])<-[C]2N(c3c(C(C)C)cccc3C(C)C)C(C)(C)CC2(C)C)C(C)(C)CC1(C)C,tmqm,OTHER,c1ccc(N2CCC[C]2->[Y+3]<-[C]2CCCN2c2ccccc2)cc1,192
CN1CCCC1=[O]->[Sc+17]1(<-[O]=C2CCCN2C)(<-[O-]c2c(N([O-])[O-])cc(N([O-])[O-])cc2N([O-])[O-])(<-[O-]c2c(N([O-])[O-])cc(N([O-])[O-])cc2[N+](=O)[O-])<-[O-]c2c(N([O-])[O-]->1)cc(N([O-])[O-])cc2[N+](=O)[O-],platinai,Pt,c1ccc([O-]->[Sc+17](<-[O]=C2CCCN2)(<-[O]=C2CCCN2)(<-[O-]c2ccccc2)<-[O-]c2ccccc2)cc1,196
CC(C)P1(C(C)C)=c2ccccc2=[C]2->[Hf+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[P](c3ccccc3C=21)(C(C)C)C(C)C,tmqm,OTHER,C1=C(c2ccccc2)P=c2ccccc2=1,200
[BH3]->[YH+2]12(<-[N](=C(C)C=C(C)[N-]->1c1ccccc1C(C)(C)C)c1ccccc1C(C)(C)C)<-[N](=C(C)C=C(C)[N-]->2c1ccccc1C(C)(C)C)c1ccccc1C(C)(C)C,platinai,Pt,C=[N](c1ccccc1)->[Y+2](<-[NH-]c1ccccc1)(<-[NH-]c1ccccc1)<-[N](=C)c1ccccc1,203
Cc1cc(C)[n]2->[Y+3]34(<-[CH](=[Si](C)[N-]->3[Si](C)(C)C)[SiH](c3ccccc3)c3ccccc3)(<-[n]3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)[n]->41)<-[O]1CCCC1.[CH3-],tmqm,OTHER,[Si]=[CH]([SiH](c1ccccc1)c1ccccc1)->[Y+3]12(<-[n]3cccn3[BH-](n3ccc[n]->13)n1ccc[n]->21)<-[O]1CCCC1,206
CC1=CC(C)=[N]2CC3CCC[O]3->[Y+3]<-2(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-[N-]1c1c(C(C)C)cccc1C(C)C,platinai,Pt,c1ccc([NH-]->[Y+3]<-[O]2CCCC2)cc1,209
